Country Name,Country Code,Indicator Name,Indicator Code,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Kuwait,KWT,inflation,FP.CPI.TOTL.ZG,3.271701661,3.198397767,2.171832985,0.543133148,1.091848027,2.101729548,3.423629476,3.98064962,3.64216403,2.898550725
Latin America & Caribbean (excluding high income),LAC,inflation,FP.CPI.TOTL.ZG,3.143416962,2.77316004,3.362965149,3.402501795,2.504609595,2.526635001,4.271663815,8.333706301,5.086774832,3.835402717
Lao PDR,LAO,inflation,FP.CPI.TOTL.ZG,1.277354271,1.596912276,0.825478608,2.040392669,3.322558813,5.10407263,3.755620367,22.95622251,31.23013417,23.13056959
Lebanon,LBN,inflation,FP.CPI.TOTL.ZG,-3.749145248,-0.783359624,4.321352183,6.076989079,3.005389494,84.86433305,154.756096,171.2054913,221.341644,45.24304227
Liberia,LBR,inflation,FP.CPI.TOTL.ZG,7.748696876,8.834248683,12.41963239,23.5635149,26.96627602,16.95572415,7.815593859,7.592984866,10.09445357,8.214974391
Libya,LBY,inflation,FP.CPI.TOTL.ZG,10.40229336,25.85387421,25.80361848,13.17020385,-2.162178835,1.44703657,2.868330278,4.510301492,2.373175314,2.126157669
St. Lucia,LCA,inflation,FP.CPI.TOTL.ZG,-0.983600953,-3.078217657,0.104262079,1.935618932,0.539087559,-1.755808335,2.410703122,6.378146951,4.070608219,-0.110283576
Latin America & Caribbean,LCN,inflation,FP.CPI.TOTL.ZG,1.861483029,1.650389944,2.19201011,2.379517334,2.371678594,1.493890173,3.878054424,7.713677269,4.78561281,3.464970379
Least developed countries: UN classification,LDC,inflation,FP.CPI.TOTL.ZG,3.402743277,5.34414601,4.572536553,3.46147485,3.322558813,4.332968747,4.156491255,9.458012813,7.126974821,4.503468013
Low income,LIC,inflation,FP.CPI.TOTL.ZG,4.377126651,5.706375046,8.156863234,2.791807785,2.835145557,4.464144372,5.133203408,9.621476085,7.114592053,4.190817213
Liechtenstein,LIE,inflation,FP.CPI.TOTL.ZG,,,,,,,,,,
Sri Lanka,LKA,inflation,FP.CPI.TOTL.ZG,3.768367831,3.958888466,7.704137679,2.135037737,3.528393582,6.153945084,7.014780712,49.72110211,16.54117423,-0.429360049
Lower middle income,LMC,inflation,FP.CPI.TOTL.ZG,3.324371133,3.371530035,3.520256888,4.291591053,3.46428058,4.871673986,4.159196579,7.670205794,7.382813843,4.606210981
Low & middle income,LMY,inflation,FP.CPI.TOTL.ZG,3.163464574,2.952495412,3.63473722,3.239292459,2.759808735,2.993135559,4.22278962,8.487308695,6.206575923,3.696632814
Lesotho,LSO,inflation,FP.CPI.TOTL.ZG,3.218445137,6.596504907,4.447699374,4.751803016,5.187083592,4.978096763,6.04774592,8.271803899,6.342217431,6.105446242
Late-demographic dividend,LTE,inflation,FP.CPI.TOTL.ZG,1.557907113,1.109208058,2.177275727,2.474463471,2.161762581,1.936941267,3.495057574,8.64091109,6.091141525,2.901251495
Lithuania,LTU,inflation,FP.CPI.TOTL.ZG,-0.884097406,0.905525075,3.722888623,2.697927792,2.33450938,1.19989445,4.683544209,19.70504615,9.117319624,0.715735835
Luxembourg,LUX,inflation,FP.CPI.TOTL.ZG,0.474743161,0.290833333,1.730799591,1.528195243,1.743320757,0.819957302,2.526920091,6.336008078,3.74140362,2.0511327
Latvia,LVA,inflation,FP.CPI.TOTL.ZG,0.174242244,0.140633335,2.930363124,2.534454242,2.811409201,0.219064905,3.275829374,17.31028302,8.938046233,1.265798858
"Macao SAR, China",MAC,inflation,FP.CPI.TOTL.ZG,4.56056338,2.368957497,1.228124041,3.004462932,2.751930811,0.811410511,0.026454365,1.045028024,0.476384496,
St. Martin (French part),MAF,inflation,FP.CPI.TOTL.ZG,,,,,,,,,,
Morocco,MAR,inflation,FP.CPI.TOTL.ZG,1.557907113,1.635311143,0.754663249,1.803916711,0.303386037,0.705968661,1.40195884,6.657042028,6.091141525,0.985256592
Monaco,MCO,inflation,FP.CPI.TOTL.ZG,,,,,,,,,,
Moldova,MDA,inflation,FP.CPI.TOTL.ZG,9.676240331,6.35930898,6.570229975,3.045053973,4.837783514,3.765971222,5.10641129,28.73729768,13.41701044,4.67773516
Madagascar,MDG,inflation,FP.CPI.TOTL.ZG,7.404191742,6.035758582,8.609050754,8.594229589,5.610514415,4.201793122,5.812251188,8.16059032,9.87432675,
Maldives,MDV,inflation,FP.CPI.TOTL.ZG,0.953206659,0.502509414,2.817473382,-0.133373386,0.220029731,-1.369774256,0.543149689,2.333143376,2.927465424,1.399797797
"Middle East, North Africa, Afghanistan & Pakistan",MEA,inflation,FP.CPI.TOTL.ZG,1.685992176,2.707501894,2.069329282,1.945793046,1.336015681,1.44703657,2.868330278,5.17980848,4.225226032,2.07655388
Mexico,MEX,inflation,FP.CPI.TOTL.ZG,2.72064065,2.821707847,6.04145724,4.899350154,3.635961421,3.396834156,5.689208477,7.896276192,5.527960873,4.722255885
Marshall Islands,MHL,inflation,FP.CPI.TOTL.ZG,,,,,,,,,,
Middle income,MIC,inflation,FP.CPI.TOTL.ZG,3.129002745,2.724612233,3.337875861,3.35102209,2.741763825,2.732492094,4.126767444,8.306461244,6.105901128,3.604522038
North Macedonia,MKD,inflation,FP.CPI.TOTL.ZG,-0.299920476,-0.239290788,1.351618897,1.458312985,0.766439573,1.200073489,3.230749121,14.20471732,9.361872498,3.48974086
Mali,MLI,inflation,FP.CPI.TOTL.ZG,1.450690576,-1.799647071,1.759857429,0.299546507,-1.658266948,0.43808894,3.925602831,9.621476085,2.058802283,3.206398641
Malta,MLT,inflation,FP.CPI.TOTL.ZG,1.100548264,0.642702772,1.364354482,1.157823625,1.642060018,0.638544957,1.497892179,6.153756219,5.09396759,1.650794693
Myanmar,MMR,inflation,FP.CPI.TOTL.ZG,9.454171895,6.928825258,4.572536553,6.872328657,8.825066968,,,,,
